profile_id,profile_version,treatment_id,band_id,wavelength_min_nm,wavelength_max_nm,n_wavelengths,absorptance_fraction_model_mean,transmittance_fraction_model_mean,reflectance_fraction_model_mean,absorptance_raw_direct_coverage_fraction,implied_or_clamped_absorptance_coverage_fraction,note
rex_green_butterhead_mature_leaf_optics_v1,0.2,orange,near_ir_750_797,750,797,48,0.0,0.5704397803862039,0.429560219613796,0.0,1.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,orange,par_400_700,404,700,297,0.8551721888166761,0.07188322188990846,0.07294458929341549,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,orange,epar_400_750,404,750,347,0.7630997034968606,0.1258500296852808,0.11105026681785848,0.962536023054755,0.037463976945244955,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,orange,model_grid_404_797,404,797,394,0.6720700434350524,0.1788750039713782,0.14905495259356935,0.8477157360406091,0.15228426395939088,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,blue_400_499,404,499,96,0.8771676105784371,0.038645123902970514,0.08418726551859239,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,green_500_599,500,599,100,0.6468246020157761,0.1916467427918408,0.16152865519238307,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,orange_600_649,600,649,50,0.7687896997070501,0.12736942032687748,0.1038408799660724,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,red_650_699,650,699,50,0.8295625474037394,0.09369247836160825,0.07674497423465242,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,far_red_700_750,700,750,51,0.1311589530678526,0.4798399053484439,0.3890011415837035,0.5098039215686274,0.49019607843137253,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,near_ir_750_797,750,797,48,0.0,0.5611645815251268,0.43883541847487323,0.0,1.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,par_400_700,404,700,297,0.7722448525886015,0.11513301120633433,0.11262213620506419,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,epar_400_750,404,750,347,0.6786664835132782,0.16829837544975265,0.15303514103696916,0.9279538904899135,0.07204610951008646,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,r_plus_fr,model_grid_404_797,404,797,394,0.5977088065459581,0.21516993860999348,0.1871212548440483,0.817258883248731,0.18274111675126903,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,blue_400_499,404,499,96,0.910832230327157,0.02145958635198722,0.06770818332085572,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,green_500_599,500,599,100,0.7360266641486048,0.1265953428424879,0.1373779930089073,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,orange_600_649,600,649,50,0.8404079288657121,0.08545695289334637,0.07413511824094163,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,red_650_699,650,699,50,0.8818700791609555,0.060172934553693574,0.057956986285350974,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,far_red_700_750,700,750,51,0.18999079613429298,0.4516657658214525,0.35834343804425456,0.6078431372549019,0.39215686274509803,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,near_ir_750_797,750,797,48,0.0,0.5588156781144497,0.4411843218855504,0.0,1.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,par_400_700,404,700,297,0.8344040063483954,0.07473788106105562,0.09085811259054909,1.0,0.0,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,epar_400_750,404,750,347,0.7401901773211811,0.12978704035529004,0.13002278232352882,0.9423631123919308,0.05763688760806916,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
rex_green_butterhead_mature_leaf_optics_v1,0.2,red,model_grid_404_797,404,797,394,0.6518933795189082,0.18095542537485657,0.16715119510623513,0.8299492385786802,0.1700507614213198,Unweighted band mean; use per-nm model with fixture SPD for absorption calculations.
