profile_id,profile_version,species,cultivar,treatment_id,treatment_label,optical_property,wavelength_nm_raw,value_percent_raw,value_fraction_raw
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,530.820488277323,61.16672192879422,0.6116672192879422
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,532.7280605121786,59.63498409661907,0.5963498409661907
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,535.1125258057482,58.1033904280046,0.581033904280046
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,535.4304545115575,45.10718959668629,0.4510718959668629
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,536.066311923176,48.05850601083119,0.48058506010831187
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,537.9738841580318,46.356511013498505,0.463565110134985
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,539.4045633341734,57.16827349168422,0.5716827349168422
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,543.0607434509802,56.23296433728293,0.5623296433728293
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,543.6966008625986,47.37978396717184,0.4737978396717184
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,544.1734939213127,45.16658498368451,0.4516658498368451
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,550.3731036845936,55.44064140781144,0.5544064140781144
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,551.3268898020215,47.2118334189851,0.472118334189851
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,551.8037828607353,44.74324868776147,0.4474324868776147
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,555.4599629775421,54.98816004537188,0.5498816004537188
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,558.0033926240162,46.36256588304687,0.4636256588304687
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,559.9109648588719,55.95429617449757,0.5595429617449758
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,561.8185370937276,47.21500501731997,0.47215005017319966
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,562.2954301524416,44.74642028609633,0.44746420286096333
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,562.7723232111555,57.14696131196438,0.5714696131196438
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,565.6336815634389,58.73689316813213,0.5873689316813213
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,568.0181468570086,59.90103794784535,0.5990103794784535
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,568.1135254687513,46.09321068628112,0.46093210686281116
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,569.7667547389595,47.84168401557552,0.47841684015575514
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,570.4026121505781,44.6069900956632,0.446069900956632
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,570.879505209292,61.68960316336355,0.6168960316336355
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,574.2177566202895,63.84720306695044,0.6384720306695044
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,578.0329010900008,65.69280899797585,0.6569280899797585
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,581.8480455597121,67.48166254061539,0.6748166254061538
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,588.047655322993,69.52662264879464,0.6952662264879464
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,590.4321206165627,69.86785779691309,0.6986785779691309
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,595.2010512037018,70.89084242346507,0.7089084242346507
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,599.0161956734132,71.40276722742308,0.7140276722742308
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,605.3747697895988,72.59648956433486,0.7259648956433487
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,607.6002707302637,73.27819098824817,0.7327819098824817
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,615.2305596696864,75.66409791742451,0.7566409791742451
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,623.337741667823,77.53937751468891,0.7753937751468891
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,626.6759930788204,78.05115815508626,0.7805115815508625
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,634.783175076957,78.7346375962479,0.7873463759624789
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,638.5983195466683,79.92759106083606,0.7992759106083607
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,643.8441431925214,82.14252000705149,0.8214252000705149
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,646.705501544805,83.50544230967584,0.8350544230967585
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,653.8588974255138,85.55069074497644,0.8555069074497643
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,657.6740418952252,86.74364420956461,0.8674364420956461
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,661.9660794236504,87.93674183771346,0.8793674183771345
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,667.2119030695035,88.95987062782612,0.8895987062782612
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,671.0270475392149,89.3015382666266,0.8930153826662659
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,675.3598645215918,88.83777504973446,0.8883777504973446
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,678.7468247248095,88.1132850135202,0.8811328501352019
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,682.4724809483489,86.78430244285018,0.8678430244285018
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,684.3800531832045,84.53837422191442,0.8453837422191443
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,687.5529212531753,82.91643075007654,0.8291643075007654
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,688.9077053344622,81.10305553365613,0.8110305553365613
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,690.2624894157493,79.28968031723572,0.7928968031723572
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,691.2785774767146,77.59712169814895,0.7759712169814895
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,692.29466553768,75.78364409478165,0.7578364409478165
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,693.3107535986453,73.97016649141435,0.7397016649141435
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,693.9881456392887,71.79382954825856,0.7179382954825856
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,694.3268416596104,69.85922818671693,0.6985922818671694
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,695.6816257408975,67.44125804889387,0.6744125804889387
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,696.0203217612193,65.38573770307171,0.6538573770307171
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,697.0364098221846,63.33042213114335,0.6333042213114335
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,698.05249788315,61.15418757493445,0.6115418757493445
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,698.7298899237934,58.97785063177866,0.5897785063177866
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,699.7459779847586,56.80161607556976,0.5680161607556976
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,700.7620660457239,54.98813847220247,0.5498813847220247
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,701.1007620660457,52.69078015781925,0.5269078015781925
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,702.9788824730473,49.64127774348539,0.4964127774348539
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,703.9326685904751,47.768737253873816,0.47768737253873816
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,704.886454707903,44.53413944300193,0.44534139443001935
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,705.8402408253307,43.00211328370544,0.4300211328370544
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,706.7940269427586,40.10802980314864,0.40108029803148637
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,707.7478130601864,38.57600364385215,0.38576003643852147
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,708.7015991776143,35.85217732845288,0.35852177328452883
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,709.6553852950422,34.14989400399885,0.34149894003998854
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,710.60917141247,32.617867844702346,0.3261786784470235
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,711.5629575298979,30.74532735509078,0.3074532735509078
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,712.5167436473257,29.04304403063675,0.2904304403063675
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,713.4705297647536,26.65973204555256,0.2665973204555256
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,713.9474228234674,25.04243314011663,0.25042433140116627
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,714.4243158821814,23.93590573015329,0.2393590573015329
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,715.6960307054185,22.12021373796801,0.2212021373796801
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,716.8087811757509,20.36122607964836,0.20361226079648362
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,717.7625672931788,18.82919992035187,0.1882919992035187
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,718.7163534106066,16.871530848161527,0.16871530848161526
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,720.1470325867483,15.254520269846935,0.15254520269846936
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,721.5777117628901,12.87135244832342,0.1287135244832342
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,723.4852839977458,9.807300129730436,0.09807300129730435
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,725.3928562326014,7.424276471767598,0.07424276471767598
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,727.3004284674571,5.211509978962297,0.052115099789622976
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,729.2080007023128,3.935157894523471,0.03935157894523471
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,731.1155729371685,2.318291479769556,0.02318291479769556
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,o_plus_fr,O+FR,absorptance,732.5462521133102,1.1269238143488138,0.011269238143488139
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,402.8541841890883,85.19105071561177,0.8519105071561177
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,403.4900416007068,86.38304308979544,0.8638304308979543
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,406.92367162344704,84.55665416140806,0.8455665416140806
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,409.5306870110831,83.71750690742923,0.8371750690742923
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,410.8024018343202,85.53396777193811,0.8553396777193811
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,411.1203305401296,82.07216818944194,0.8207216818944194
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,413.0279027749852,87.81892416775156,0.8781892416775157
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,415.4123680685548,84.3293730998254,0.843293730998254
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,415.5713324214594,85.53540940754485,0.8553540940754485
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,418.2737264208383,87.09691701499945,0.8709691701499945
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,420.181298655694,88.84262961210692,0.8884262961210692
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,423.0426570079775,89.0563160499179,0.8905631604991789
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,425.0456078545759,87.62676134954941,0.8762676134954941
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,428.7653737125445,88.16419589556892,0.8816419589556892
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,432.29438234702747,88.34403272933334,0.8834403272933333
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,435.600840887444,89.34387429894491,0.8934387429894491
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,439.2570210042507,90.25301776708363,0.9025301776708363
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,442.5952724152481,89.51624586299235,0.8951624586299235
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,446.88730994367336,89.02095993666228,0.8902095993666228
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,450.2255613546708,88.61051426578962,0.8861051426578962
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,453.5638127656682,87.49066374009388,0.8749066374009388
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,457.3789572353796,86.76822409665975,0.8676822409665975
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,461.1941017050909,87.02476315288146,0.8702476315288146
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,465.00924617480223,87.1961736265244,0.871961736265244
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,467.8706045270858,87.70781010336107,0.8770781010336107
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,470.7319628793692,88.61671329889866,0.8861671329889866
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,474.5471073490806,88.39085705384068,0.8839085705384068
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,477.885358760078,88.3918661987654,0.883918661987654
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,481.22361017107545,87.88210384821751,0.8788210384821751
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,485.0387546407868,88.09607861314984,0.8809607861314984
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,488.85389911049816,88.18236050421402,0.8818236050421402
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,492.6690435802095,87.63017802593741,0.8763017802593741
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,496.4841880499208,86.99286696508204,0.8699286696508204
rex_green_butterhead_mature_leaf_optics_v1,0.2,Lactuca sativa,Rex,r_plus_fr,R+FR,absorptance,499.8224394609183,85.95814502196508,0.8595814502196508
