wavelength_nm,relative_spd
380,0.0
381,0.0037082333334531124
382,0.004334886897247847
383,0.004961540461042581
384,0.005588194024837316
385,0.005873413650228607
386,0.006137588932150432
387,0.006401764214072256
388,0.006821422718457886
389,0.007402543861609641
390,0.007983665004761399
391,0.008556586392895506
392,0.00892641810961891
393,0.009296249826342314
394,0.009666081543065716
395,0.00997386076109211
396,0.010238036043014018
397,0.010502211324935926
398,0.010773567598089128
399,0.011090572074301
400,0.01140757655051287
401,0.011724581026724742
402,0.012077745147533273
403,0.012447576864256677
404,0.01281740858098008
405,0.01318724029770349
406,0.013557072014426916
407,0.013926903731150343
408,0.01429673544787377
409,0.014542712087769432
410,0.014754056221514357
411,0.014965400355259282
412,0.015176744489004206
413,0.015388088622749124
414,0.015599432756494041
415,0.01581077689023896
416,0.016068552040818283
417,0.016332727322740187
418,0.01659690260466209
419,0.016906243986978667
420,0.01727607570370204
421,0.017645907420425416
422,0.018015739137148788
423,0.01879796765959436
424,0.019590346977387325
425,0.020382726295180287
426,0.021230445195892584
427,0.02212844188375267
428,0.02302643857161275
429,0.02390926361101215
430,0.02459601774752451
431,0.02528277188403687
432,0.025969526020549225
433,0.026819972778810798
434,0.027770775222770168
435,0.028721577666729534
436,0.02949517710966689
437,0.029389493316654247
438,0.029283809523641603
439,0.02917812573062896
440,0.02854200644158718
441,0.027696317128549447
442,0.02685062781551172
443,0.02674993315516611
444,0.02869695821233381
445,0.030643983269501508
446,0.032744688271911196
447,0.036211227152731784
448,0.03967776603355238
449,0.043144304914372975
450,0.042041378847598426
451,0.03992621646671464
452,0.036530276203199
453,0.028901006926569297
454,0.026933375429776054
455,0.02550598425037663
456,0.024078593070977206
457,0.0232111257980681
458,0.02299161994561879
459,0.022772114093169475
460,0.022552608240720164
461,0.02490360654624321
462,0.02822864884195146
463,0.04497927576309948
464,0.0590479138699045
465,0.08425385260873862
466,0.07059112246544255
467,0.06446417708847282
468,0.05809581398817081
469,0.051206943566703876
470,0.044949637966645174
471,0.040847809936501785
472,0.03674598190635838
473,0.03139574813000669
474,0.022953664690674485
475,0.019648904367951588
476,0.01634414404522869
477,0.013064360078444007
478,0.009844391020748147
479,0.006624421963052284
480,0.005394010509743143
481,0.006471538802434791
482,0.007549067095126439
483,0.00834602200566699
484,0.00894474919025454
485,0.009543476374842088
486,0.010142203559429637
487,0.010740930744017187
488,0.011844457807284854
489,0.01367946650227025
490,0.015514475197255642
491,0.017349483892241037
492,0.030504303700256412
493,0.04480938044262649
494,0.06711051213334197
495,0.08240633426115303
496,0.05571491903316068
497,0.11930443308112477
498,0.13851728076671888
499,0.17345041885429563
500,0.1687800108229452
501,0.1400951504027136
502,0.05958560517125833
503,0.026973730969921915
504,0.019089450956833866
505,0.016047597679721297
506,0.014831761847157345
507,0.01361592601459339
508,0.012847303456904253
509,0.013248399354864337
510,0.01364949525282442
511,0.014050591150784504
512,0.021464173816390344
513,0.030868299261613753
514,0.038959553988625654
515,0.04998507750263062
516,0.03674101826076337
517,0.023840326913010242
518,0.012676097496484543
519,0.010701495751373422
520,0.009485659918809458
521,0.008269824086245494
522,0.007304690881440088
523,0.006617606446410375
524,0.005930522011380662
525,0.005263658829709704
526,0.005422169861282387
527,0.0055806808928550704
528,0.005739191924427753
529,0.00610946922924184
530,0.0066377709459124355
531,0.007166072662583031
532,0.007675204247403545
533,0.00804503596412695
534,0.008414867680850351
535,0.008784699397573753
536,0.009225259318482386
537,0.009700739655326788
538,0.010176219992171191
539,0.01093923150263283
540,0.012734660580726297
541,0.014530089658819766
542,0.016325518736913232
543,0.01858892015415777
544,0.02099639124102889
545,0.02340386232790001
546,0.027369964598423266
547,0.033610910058448636
548,0.039851855518474005
549,0.047897785631555584
550,0.05657017668395481
551,0.06753110619367403
552,0.08254069547810411
553,0.08553269872119604
554,0.11837838635879726
555,0.13741335740048247
556,0.16863888012812292
557,0.19912735926403247
558,0.23964769209857015
559,0.2941970517425063
560,0.3299914746527886
561,0.3610511197155476
562,0.3873921530554909
563,0.411444900763275
564,0.4461290986375622
565,0.48390213061020926
566,0.5202412177923138
567,0.6142596123570025
568,0.7222378774726004
569,0.7911104619354569
570,1.0
571,0.8023091666811631
572,0.664283940120321
573,0.5546523041253393
574,0.5254037655629468
575,0.5200916063412524
576,0.524933353306679
577,0.5658664139261084
578,0.5823542925430393
579,0.637109876394579
580,0.6763084993784082
581,0.7130086985984756
582,0.7458179472983512
583,0.7820497617926403
584,0.8305516211786751
585,0.9071061273211729
586,0.7629593775655094
587,0.43843108030614225
588,0.2429007315399914
589,0.237717402918579
590,0.18835479534262223
591,0.24416194480939288
592,0.26525302250947075
593,0.5359431973873966
594,0.7396612503410102
595,0.8536293234251273
596,0.9504988197633314
597,0.9654930223804237
598,0.9556308687597765
599,0.915164280567376
600,0.8655457439226898
601,0.8033241325502782
602,0.7768167327097708
603,0.7151575680245548
604,0.6818967224954164
605,0.6362521191844932
606,0.6105326767480355
607,0.5766859084659345
608,0.5491652677510058
609,0.5215187304124739
610,0.5190848249592346
611,0.5197544700566166
612,0.528252882386377
613,0.5439214010949637
614,0.5621240863668805
615,0.5794790271311221
616,0.5187623278209468
617,0.4355629576333693
618,0.38454707504264163
619,0.3437547231739782
620,0.3198475566922552
621,0.31268568921546686
622,0.3020275548579101
623,0.289476631980613
624,0.2773438958878693
625,0.26252509018818193
626,0.2562779785032944
627,0.2507208190039872
628,0.2482237759501896
629,0.24629003590638485
630,0.23156398577178966
631,0.2284629448805326
632,0.22572270706611883
633,0.21990883875594802
634,0.21219549178832373
635,0.20603655232763238
636,0.20059749334687732
637,0.19634618293440156
638,0.19209487252192584
639,0.18788483832263092
640,0.18369709415825478
641,0.17950934999387863
642,0.17655714657667765
643,0.17427863677980837
644,0.17200012698293912
645,0.16806380459321327
646,0.16179528505326518
647,0.16020920681184303
648,0.1586231285704209
649,0.15703705032899878
650,0.15475289849144874
651,0.15221432777257024
652,0.14967575705369174
653,0.14734826227361383
654,0.14555057387472173
655,0.14375288547582965
656,0.14195519707693757
657,0.1394938686664893
658,0.13690236308810982
659,0.13431085750973035
660,0.1318631372705298
661,0.12964213455995963
662,0.12742113184938944
663,0.12520012913881928
664,0.12402307582498433
665,0.12291300592385293
666,0.12180293602272152
667,0.12118500389775369
668,0.12107932010474098
669,0.12097363631172829
670,0.12082665629383293
671,0.11966370440539346
672,0.11850075251695401
673,0.11733780062851455
674,0.11543211901440333
675,0.11300903573251751
676,0.1105859524506317
677,0.10709835646126793
678,0.10219168192866267
679,0.09728500739605743
680,0.09158846491290719
681,0.08586060279857033
682,0.08438031788933449
683,0.08290003298009864
684,0.0814197480708628
685,0.07961872520949155
686,0.07766230863261331
687,0.07570589205573505
688,0.07391605981977753
689,0.07270022398721353
690,0.07148438815464954
691,0.07026855232208554
692,0.06884767630188662
693,0.06736739139265084
694,0.06588710648341506
695,0.06420747065283901
696,0.062115827281163424
697,0.06002418390948785
698,0.057933629398705964
699,0.057379613635944196
700,0.056825597873182435
701,0.056271582110420666
702,0.05554783142525731
703,0.05459639574623706
704,0.05364496006721682
705,0.05269352438819657
706,0.05205206675807967
707,0.051417846703895875
708,0.05078362664971209
709,0.05031650819733354
710,0.04999943336167736
711,0.049682358526021174
712,0.04935319810755017
713,0.04887755946195373
714,0.048401920816357295
715,0.04792628217076086
716,0.047219089297638885
717,0.04637339998460118
718,0.04552771067156348
719,0.044691310704153595
720,0.043898491639805436
721,0.04310567257545727
722,0.04231285351110911
723,0.04198027638622641
724,0.04182174776479279
725,0.041663219143359166
726,0.04137400105014892
727,0.0407397809959652
728,0.04010556094178148
729,0.03947134088759775
730,0.03874995169512827
731,0.03801000092341329
732,0.037270050151698306
733,0.03644160524517596
734,0.03546521703538286
735,0.03448882882558976
736,0.03351244061579666
737,0.03249335323870797
738,0.03145758257061202
739,0.03042181190251607
740,0.030103270177738554
741,0.030578750514582927
742,0.0310542308514273
743,0.03151879342578774
744,0.03151879342578774
745,0.03151879342578774
746,0.03151879342578774
747,0.03151879342578774
748,0.03151879342578774
749,0.03151879342578774
750,0.03148686253993028
751,0.031222638397283387
752,0.03095841425463649
753,0.03069419011198959
754,0.03042996596934272
755,0.030165741826695864
756,0.029901517684049004
757,0.029799973071559332
758,0.030277317725652984
759,0.03075466237974664
760,0.031232007033840294
761,0.03704868329349608
762,0.04487392392385726
763,0.05949848147853987
764,0.07723338693175266
765,0.09452873154643238
766,0.0910328875539421
767,0.125541049201806
768,0.13039165942832487
769,0.13524226965484376
770,0.14942906936695377
771,0.11823686305310833
772,0.0805144562156065
773,0.06049684897526807
774,0.03425596707753366
775,0.031132217968569936
776,0.028008468859606214
777,0.026995055305602443
778,0.027047894270411113
779,0.027100733235219786
780,0.0
